Timestamp,CaseId,Activity,ModelTime,Resource,Brand
2020-12-03 01:04:10,2239,App,15969850,111,PEAR
2020-12-03 03:21:18,2240,Online,15978078,111,SKP
2020-12-03 04:40:31,2241,Online,15982831,111,PEAR
2020-12-03 05:37:57,2242,Online,15986277,111,PEAR
2020-12-03 07:36:57,2243,App,15993417,111,PEAR
2020-12-03 08:00:00,2221,Register Low,15994800,1,PEAR
2020-12-03 08:00:00,2222,Ask if Reimbursement,15994800,2,CP
2020-12-03 08:04:52,2220,Ask if Reimbursement,15995092,1,PEAR
2020-12-03 08:19:53,2242,Register Low,15995993,2,PEAR
2020-12-03 08:19:54,2244,App,15995994,111,PEAR
2020-12-03 08:25:01,2221,Ask if Reimbursement,15996301,2,PEAR
2020-12-03 08:25:07,2228,Assess Fraud,15996307,20,PEAR
2020-12-03 08:30:12,2242,Ask if Reimbursement,15996612,2,PEAR
2020-12-03 08:32:52,2234,Register High,15996772,1,CP
2020-12-03 08:49:58,2238,Assess Fraud,15997798,20,SKP
2020-12-03 08:55:03,2228,Close Fraud,15998103,20,PEAR
2020-12-03 08:58:01,2233,Register High,15998281,2,PEAR
2020-12-03 09:00:51,2237,Register High,15998451,1,PEAR
2020-12-03 09:02:58,2234,Ask if Reimbursement,15998578,2,CP
2020-12-03 09:05:53,2233,Ask if Reimbursement,15998753,1,PEAR
2020-12-03 09:22:34,2245,Online,15999754,111,PEAR
2020-12-03 09:23:09,2238,Register Low,15999789,2,SKP
2020-12-03 09:24:48,2237,Assess Fraud,15999888,20,PEAR
2020-12-03 09:25:50,2230,Register Low,15999950,1,CP
2020-12-03 09:30:59,2238,Ask if Reimbursement,16000259,1,SKP
2020-12-03 09:36:12,2225,Ask if Reimbursement,16000572,1,PEAR
2020-12-03 09:41:13,2237,Ask if Reimbursement,16000873,1,PEAR
2020-12-03 09:43:20,2226,Register Low,16001000,2,PEAR
2020-12-03 09:46:16,2231,Ask if Reimbursement,16001176,1,CP
2020-12-03 09:48:19,2230,Ask if Reimbursement,16001299,2,CP
2020-12-03 09:50:14,2236,Assess Fraud,16001414,20,SKP
2020-12-03 09:51:19,2226,Ask if Reimbursement,16001479,1,PEAR
2020-12-03 09:58:21,2196,Pay,16001901,1,PEAR
2020-12-03 10:06:59,2195,Repair,16002419,5,PEAR
2020-12-03 10:08:10,2241,Register Low,16002490,2,PEAR
2020-12-03 10:15:01,2239,Assess Fraud,16002901,20,PEAR
2020-12-03 10:18:31,2225,Register Low,16003111,1,PEAR
2020-12-03 10:36:17,2243,Register High,16004177,2,PEAR
2020-12-03 10:38:27,2235,Register Low,16004307,1,CP
2020-12-03 10:40:21,2234,Assess Fraud,16004421,20,CP
2020-12-03 10:45:18,2239,Close Fraud,16004718,20,PEAR
2020-12-03 10:45:21,2199,Pay,16004721,1,CP
2020-12-03 10:50:21,2243,Ask if Reimbursement,16005021,1,PEAR
2020-12-03 10:51:33,2193,Repair,16005093,5,PEAR
2020-12-03 10:53:05,2246,App,16005185,111,PEAR
2020-12-03 10:55:08,2236,Close Fraud,16005308,20,SKP
2020-12-03 10:56:00,2231,Register Low,16005360,2,CP
2020-12-03 11:01:16,2241,Ask if Reimbursement,16005676,2,PEAR
2020-12-03 11:01:45,2247,App,16005705,111,PEAR
2020-12-03 11:05:29,2234,Close Fraud,16005929,20,CP
2020-12-03 11:06:11,2235,Ask if Reimbursement,16005971,2,CP
2020-12-03 11:10:22,2229,Register Low,16006222,1,CP
2020-12-03 11:15:29,2237,Close Fraud,16006529,20,PEAR
2020-12-03 11:26:12,2239,Register Low,16007172,2,PEAR
2020-12-03 11:29:57,2224,Register Low,16007397,1,SKP
2020-12-03 11:32:56,2248,Online,16007576,111,PEAR
2020-12-03 11:33:18,2197,Pay,16007598,2,CP
2020-12-03 11:34:57,2239,Ask if Reimbursement,16007697,1,PEAR
2020-12-03 11:37:25,2194,Repair,16007845,5,PEAR
2020-12-03 11:39:50,2229,Ask if Reimbursement,16007990,1,CP
2020-12-03 11:43:12,2193,Send New,16008192,2,PEAR
2020-12-03 12:03:25,2240,Register Low,16009405,2,SKP
2020-12-03 12:07:54,2245,Register High,16009674,1,PEAR
2020-12-03 12:22:56,2195,Repair,16010576,5,PEAR
2020-12-03 12:23:36,2249,Online,16010616,111,PEAR
2020-12-03 12:27:47,2227,Register Low,16010867,1,CP
2020-12-03 12:47:48,2228,Register Low,16012068,1,PEAR
2020-12-03 12:52:39,2245,Ask if Reimbursement,16012359,1,PEAR
2020-12-03 12:59:28,2190,Pay,16012768,1,PEAR
2020-12-03 13:07:17,2201,Repair,16013237,5,PEAR
2020-12-03 13:09:25,2195,Send Repaired,16013365,1,PEAR
2020-12-03 13:19:14,2201,Send New,16013954,1,PEAR
2020-12-03 13:39:09,2236,Register Low,16015149,1,SKP
2020-12-03 13:50:28,2250,App,16015828,111,PEAR
2020-12-03 13:51:24,2194,Repair,16015884,5,PEAR
2020-12-03 14:07:09,2247,Register High,16016829,1,PEAR
2020-12-03 14:14:16,2191,Pay,16017256,1,PEAR
2020-12-03 14:21:25,2200,Pay,16017685,1,CP
2020-12-03 14:26:25,2247,Ask if Reimbursement,16017985,1,PEAR
2020-12-03 14:31:25,2236,Ask if Reimbursement,16018285,1,SKP
2020-12-03 14:36:59,2198,Repair,16018619,5,PEAR
2020-12-03 14:41:23,2202,Send New,16018883,1,PEAR
2020-12-03 14:51:22,2194,Send Repaired,16019482,1,PEAR
2020-12-03 15:10:40,2251,Online,16020640,111,PEAR
2020-12-03 15:11:38,2249,Register Low,16020698,1,PEAR
2020-12-03 15:16:43,2240,Ask if Reimbursement,16021003,1,SKP
2020-12-03 15:22:37,2198,Repair,16021357,5,PEAR
2020-12-03 18:30:49,2252,App,16032649,111,CP
2020-12-03 18:40:03,2253,Online,16033203,111,PEAR
2020-12-03 18:53:24,2254,App,16034004,111,PEAR
2020-12-03 19:16:39,2255,Online,16035399,111,PEAR
2020-12-03 19:21:51,2256,Online,16035711,111,PEAR
2020-12-03 19:49:49,2257,App,16037389,111,PEAR
2020-12-03 19:56:15,2258,App,16037775,111,PEAR
2020-12-03 20:31:58,2259,App,16039918,111,CP
2020-12-03 20:50:04,2260,Online,16041004,111,CP
2020-12-03 22:09:56,2261,Online,16045796,111,CP
2020-12-03 22:22:40,2262,Online,16046560,111,PEAR
2020-12-03 22:54:51,2263,App,16048491,111,PEAR
2020-12-03 23:08:00,2264,App,16049280,111,SKP
2020-12-03 23:10:21,2265,App,16049421,111,PEAR
2020-12-03 23:38:33,2266,App,16051113,111,PEAR
2020-12-03 23:56:54,2267,App,16052214,111,SKP
2020-12-04 00:19:45,2268,App,16053585,111,SKP
2020-12-04 01:46:14,2269,Online,16058774,111,SKP
2020-12-04 02:25:18,2270,App,16061118,111,PEAR
2020-12-04 04:35:18,2271,Online,16068918,111,PEAR
2020-12-04 04:45:06,2272,Online,16069506,111,CP
2020-12-04 05:07:19,2273,Online,16070839,111,CP
2020-12-04 06:55:41,2274,App,16077341,111,CP
2020-12-04 07:28:51,2275,Online,16079331,111,PEAR
2020-12-04 07:48:19,2276,App,16080499,111,CP
2020-12-04 08:00:00,2223,Register Low,16081200,1,PEAR
2020-12-04 08:00:00,2232,Register Low,16081200,2,SKP
2020-12-04 08:00:00,2205,Repair,16081200,5,SKP
2020-12-04 08:05:04,2224,Ask if Reimbursement,16081504,2,SKP
2020-12-04 08:07:00,2192,Pay,16081620,1,PEAR
2020-12-04 08:10:00,2228,Ask if Reimbursement,16081800,2,PEAR
2020-12-04 08:15:07,2265,Ask if Reimbursement,16082107,2,PEAR
2020-12-04 08:24:41,2270,Assess Fraud,16082681,20,PEAR
2020-12-04 08:34:49,2266,Register High,16083289,1,PEAR
2020-12-04 08:43:10,2264,Register High,16083790,2,SKP
2020-12-04 08:44:16,2198,Repair,16083856,5,PEAR
2020-12-04 08:48:06,2267,Ask if Reimbursement,16084086,2,SKP
2020-12-04 08:49:55,2267,Assess Fraud,16084195,20,SKP
2020-12-04 08:54:35,2265,Register Low,16084475,1,PEAR
2020-12-04 08:59:42,2249,Ask if Reimbursement,16084782,1,PEAR
2020-12-04 09:08:18,2250,Register Low,16085298,2,PEAR
2020-12-04 09:14:54,2254,Assess Fraud,16085694,20,PEAR
2020-12-04 09:19:41,2267,Register Low,16085981,1,SKP
2020-12-04 09:28:35,2252,Register Low,16086515,2,CP
2020-12-04 09:29:16,2205,Repair,16086556,5,SKP
2020-12-04 09:33:30,2264,Ask if Reimbursement,16086810,2,SKP
2020-12-04 09:38:28,2250,Ask if Reimbursement,16087108,2,PEAR
2020-12-04 09:39:41,2253,Register Low,16087181,1,PEAR
2020-12-04 09:40:03,2257,Assess Fraud,16087203,20,PEAR
2020-12-04 09:45:28,2209,Pay,16087528,2,CP
2020-12-04 10:05:38,2256,Register Low,16088738,2,PEAR
2020-12-04 10:07:40,2270,Register High,16088860,1,PEAR
2020-12-04 10:08:24,2277,Online,16088904,111,PEAR
2020-12-04 10:12:39,2259,Ask if Reimbursement,16089159,1,CP
2020-12-04 10:13:58,2205,Repair,16089238,5,SKP
2020-12-04 10:15:32,2208,Send New,16089332,2,PEAR
2020-12-04 10:17:42,2270,Ask if Reimbursement,16089462,1,PEAR
2020-12-04 10:22:30,2207,Pay,16089750,2,CP
2020-12-04 10:22:49,2223,Ask if Reimbursement,16089769,1,PEAR
2020-12-04 10:27:31,2273,Ask if Reimbursement,16090051,2,CP
2020-12-04 10:29:45,2203,Pay,16090185,1,CP
2020-12-04 10:34:45,2266,Ask if Reimbursement,16090485,1,PEAR
2020-12-04 10:37:25,2205,Send New,16090645,2,SKP
2020-12-04 10:39:23,2198,Fill Fraud Report,16090763,20,PEAR
2020-12-04 10:44:38,2270,Close Fraud,16091078,20,PEAR
2020-12-04 10:54:42,2257,Close Fraud,16091682,20,PEAR
2020-12-04 10:54:46,2248,Register Low,16091686,1,PEAR
2020-12-04 10:57:20,2263,Register Low,16091840,2,PEAR
2020-12-04 10:59:18,2210,Repair,16091958,5,CP
2020-12-04 11:04:37,2254,Close Fraud,16092277,20,PEAR
2020-12-04 11:14:34,2267,Close Fraud,16092874,20,SKP
2020-12-04 11:17:11,2259,Register Low,16093031,2,CP
2020-12-04 11:22:43,2274,Register High,16093363,1,CP
2020-12-04 11:24:11,2206,Pay,16093451,2,CP
2020-12-04 11:29:43,2212,Pay,16093783,1,PEAR
2020-12-04 11:34:43,2274,Ask if Reimbursement,16094083,1,CP
2020-12-04 11:44:10,2273,Register Low,16094650,2,CP
2020-12-04 11:44:38,2210,Send Repaired,16094678,1,CP
2020-12-04 11:51:09,2213,Pay,16095069,2,PEAR
2020-12-04 12:04:39,2254,Register Low,16095879,1,PEAR
2020-12-04 12:09:48,2256,Ask if Reimbursement,16096188,1,PEAR
2020-12-04 12:19:16,2258,Register High,16096756,2,PEAR
2020-12-04 12:37:53,2268,Register High,16097873,1,SKP
2020-12-04 12:45:01,2215,Pay,16098301,1,SKP
2020-12-04 13:05:07,2276,Register Low,16099507,1,CP
2020-12-04 13:10:27,2253,Ask if Reimbursement,16099827,1,PEAR
2020-12-04 13:38:42,2275,Register High,16101522,1,PEAR
2020-12-04 13:43:40,2254,Ask if Reimbursement,16101820,1,PEAR
2020-12-04 13:50:37,2214,Pay,16102237,1,SKP
2020-12-04 14:09:10,2278,Online,16103350,111,PEAR
2020-12-04 14:18:45,2257,Register High,16103925,1,PEAR
2020-12-04 14:23:49,2248,Ask if Reimbursement,16104229,1,PEAR
2020-12-04 14:28:57,2257,Ask if Reimbursement,16104537,1,PEAR
2020-12-04 14:35:49,2217,Pay,16104949,1,PEAR
2020-12-04 14:39:44,2279,App,16105184,111,PEAR
2020-12-04 14:55:42,2269,Register Low,16106142,1,SKP
2020-12-04 15:00:46,2268,Ask if Reimbursement,16106446,1,SKP
2020-12-04 15:05:29,2280,Online,16106729,111,PEAR
2020-12-04 15:05:52,2277,Ask if Reimbursement,16106752,1,PEAR
2020-12-04 15:15:41,2218,Send New,16107341,1,SKP
2020-12-04 15:21:08,2281,Online,16107668,111,CP
2020-12-04 16:11:25,2282,App,16110685,111,PEAR
2020-12-04 16:59:47,2283,App,16113587,111,PEAR
2020-12-04 17:30:54,2284,App,16115454,111,PEAR
2020-12-04 18:43:31,2285,App,16119811,111,PEAR
2020-12-04 18:44:13,2286,Online,16119853,111,PEAR
2020-12-04 19:26:32,2287,Online,16122392,111,PEAR
2020-12-04 20:45:29,2288,Online,16127129,111,PEAR
2020-12-04 21:35:16,2289,Online,16130116,111,PEAR
2020-12-04 23:21:14,2290,Online,16136474,111,SKP
2020-12-04 23:33:08,2291,Online,16137188,111,PEAR
2020-12-05 01:22:09,2292,Online,16143729,111,SKP
2020-12-05 01:23:13,2293,Online,16143793,111,SKP
2020-12-05 02:01:29,2294,App,16146089,111,PEAR
2020-12-05 04:13:15,2295,App,16153995,111,CP
2020-12-05 06:13:13,2296,Online,16161193,111,PEAR
2020-12-05 06:29:43,2297,Online,16162183,111,SKP
2020-12-05 06:41:53,2298,Online,16162913,111,CP
2020-12-05 07:20:51,2299,Online,16165251,111,PEAR
2020-12-05 07:48:02,2300,App,16166882,111,PEAR
2020-12-05 08:00:00,2271,Register High,16167600,2,PEAR
2020-12-05 08:00:00,2277,Register High,16167600,1,PEAR
2020-12-05 08:06:57,2219,Pay,16168017,1,CP
2020-12-05 08:10:00,2216,Send New,16168200,2,CP
2020-12-05 08:11:47,2292,Ask if Reimbursement,16168307,1,SKP
2020-12-05 08:15:05,2275,Ask if Reimbursement,16168505,2,PEAR
2020-12-05 08:24:23,2290,Assess Fraud,16169063,20,SKP
2020-12-05 08:31:51,2290,Register Low,16169511,1,SKP
2020-12-05 08:34:52,2251,Register Low,16169692,2,PEAR
2020-12-05 08:39:48,2227,Ask if Reimbursement,16169988,2,CP
2020-12-05 08:41:43,2242,Send New,16170103,1,PEAR
2020-12-05 08:46:36,2211,Pay,16170396,2,PEAR
2020-12-05 08:49:10,2287,Assess Fraud,16170550,20,PEAR
2020-12-05 08:53:29,2204,Pay,16170809,2,CP
2020-12-05 08:54:04,2290,Close Fraud,16170844,20,SKP
2020-12-05 09:04:03,2287,Close Fraud,16171443,20,PEAR
2020-12-05 09:09:48,2288,Register High,16171788,1,PEAR
2020-12-05 09:13:31,2296,Register Low,16172011,2,PEAR
2020-12-05 09:17:21,2301,Online,16172241,111,SKP
2020-12-05 09:19:36,2220,Send New,16172376,1,PEAR
2020-12-05 09:21:34,2302,App,16172494,111,SKP
2020-12-05 09:23:21,2222,Send New,16172601,2,CP
2020-12-05 09:24:46,2269,Ask if Reimbursement,16172686,1,SKP
2020-12-05 09:26:06,2303,Online,16172766,111,CP
2020-12-05 09:31:57,2221,Pay,16173117,1,PEAR
2020-12-05 09:33:47,2278,Assess Fraud,16173227,20,PEAR
2020-12-05 09:50:59,2234,Repair,16174259,5,CP
2020-12-05 09:51:18,2294,Register High,16174278,2,PEAR
2020-12-05 09:51:53,2246,Register Low,16174313,1,PEAR
2020-12-05 09:56:20,2271,Ask if Reimbursement,16174580,2,PEAR
2020-12-05 10:01:49,2226,Send New,16174909,1,PEAR
2020-12-05 10:06:52,2252,Ask if Reimbursement,16175212,1,CP
2020-12-05 10:14:06,2231,Pay,16175646,1,CP
2020-12-05 10:16:31,2291,Register Low,16175791,2,PEAR
2020-12-05 10:19:10,2263,Ask if Reimbursement,16175950,1,PEAR
2020-12-05 10:20:03,2304,App,16176003,111,PEAR
2020-12-05 10:26:28,2234,Send Repaired,16176388,2,CP
2020-12-05 10:34:16,2238,Fill Fraud Report,16176856,20,SKP
2020-12-05 10:39:10,2278,Close Fraud,16177150,20,PEAR
2020-12-05 10:47:24,2289,Register High,16177644,1,PEAR
2020-12-05 10:54:19,2293,Register High,16178059,2,SKP
2020-12-05 11:09:25,2300,Assess Fraud,16178965,20,PEAR
2020-12-05 11:14:25,2300,Close Fraud,16179265,20,PEAR
2020-12-05 11:14:42,2284,Register Low,16179282,2,PEAR
2020-12-05 11:15:29,2287,Register High,16179329,1,PEAR
2020-12-05 11:24:41,2241,Send New,16179881,2,PEAR
2020-12-05 11:28:53,2243,Repair,16180133,5,PEAR
2020-12-05 11:43:34,2281,Register High,16181014,1,CP
2020-12-05 11:44:34,2278,Register Low,16181074,2,PEAR
2020-12-05 11:49:33,2251,Ask if Reimbursement,16181373,2,PEAR
2020-12-05 11:54:19,2296,Ask if Reimbursement,16181659,2,PEAR
2020-12-05 11:59:33,2289,Ask if Reimbursement,16181973,2,PEAR
2020-12-05 12:03:43,2292,Register Low,16182223,1,SKP
2020-12-05 12:08:59,2278,Ask if Reimbursement,16182539,1,PEAR
2020-12-05 12:10:39,2305,App,16182639,111,PEAR
2020-12-05 12:18:48,2243,Send New,16183128,1,PEAR
2020-12-05 12:19:35,2283,Register Low,16183175,2,PEAR
2020-12-05 12:23:50,2294,Ask if Reimbursement,16183430,1,PEAR
2020-12-05 12:30:42,2230,Pay,16183842,1,CP
2020-12-05 12:40:30,2239,Send New,16184430,1,PEAR
2020-12-05 12:45:14,2304,Assess Fraud,16184714,20,PEAR
2020-12-05 12:45:18,2281,Ask if Reimbursement,16184718,1,CP
2020-12-05 12:50:10,2304,Close Fraud,16185010,20,PEAR
2020-12-05 12:52:21,2233,Pay,16185141,1,PEAR
2020-12-05 13:02:54,2306,Online,16185774,111,PEAR
2020-12-05 13:12:32,2279,Register Low,16186352,1,PEAR
2020-12-05 13:17:33,2246,Ask if Reimbursement,16186653,1,PEAR
2020-12-05 13:30:25,2307,Online,16187425,111,PEAR
2020-12-05 13:37:04,2245,Repair,16187824,5,PEAR
2020-12-05 13:45:48,2304,Register High,16188348,1,PEAR
2020-12-05 13:52:49,2235,Pay,16188769,1,CP
2020-12-05 13:57:58,2288,Ask if Reimbursement,16189078,1,PEAR
2020-12-05 14:03:06,2293,Ask if Reimbursement,16189386,1,SKP
2020-12-05 14:08:05,2258,Ask if Reimbursement,16189685,1,PEAR
2020-12-05 14:14:59,2308,Online,16190099,111,CP
2020-12-05 14:17:57,2229,Send New,16190277,1,CP
2020-12-05 14:22:18,2245,Repair,16190538,5,PEAR
2020-12-05 14:25:01,2225,Pay,16190701,1,PEAR
2020-12-05 14:45:26,2297,Register Low,16191926,1,SKP
2020-12-05 14:52:39,2237,Pay,16192359,1,PEAR
2020-12-05 14:57:45,2304,Ask if Reimbursement,16192665,1,PEAR
2020-12-05 15:02:47,2232,Ask if Reimbursement,16192967,1,SKP
2020-12-05 15:07:49,2287,Ask if Reimbursement,16193269,1,PEAR
2020-12-05 15:11:37,2247,Repair,16193497,5,PEAR
2020-12-05 15:28:01,2280,Register Low,16194481,1,PEAR
2020-12-05 15:48:11,2309,Online,16195691,111,PEAR
2020-12-05 15:51:56,2310,Online,16195916,111,CP
2020-12-05 19:53:23,2311,App,16210403,111,PEAR
2020-12-05 22:57:27,2312,Online,16221447,111,CP
2020-12-05 23:27:59,2313,Online,16223279,111,PEAR
2020-12-06 00:27:36,2314,Online,16226856,111,PEAR
2020-12-06 00:40:14,2315,App,16227614,111,SKP
2020-12-06 01:04:39,2316,App,16229079,111,PEAR
2020-12-06 01:27:58,2317,Online,16230478,111,SKP
2020-12-06 01:57:42,2318,Online,16232262,111,CP
2020-12-06 02:08:37,2319,Online,16232917,111,PEAR
2020-12-06 02:59:08,2320,Online,16235948,111,SKP
2020-12-06 03:03:51,2321,Online,16236231,111,SKP
2020-12-06 05:15:04,2322,Online,16244104,111,PEAR
2020-12-06 05:30:05,2323,App,16245005,111,PEAR
2020-12-06 05:45:48,2324,Online,16245948,111,CP
2020-12-06 05:52:11,2325,App,16246331,111,PEAR
2020-12-06 06:10:23,2326,Online,16247423,111,PEAR
2020-12-06 06:34:12,2327,Online,16248852,111,SKP
2020-12-06 07:24:37,2328,Online,16251877,111,SKP
2020-12-06 07:50:22,2329,Online,16253422,111,PEAR
2020-12-06 08:00:00,2245,Send New,16254000,2,PEAR
2020-12-06 08:00:00,2247,Repair,16254000,5,PEAR
2020-12-06 08:00:00,2306,Register High,16254000,1,PEAR
2020-12-06 08:04:51,2291,Ask if Reimbursement,16254291,2,PEAR
2020-12-06 08:04:57,2276,Ask if Reimbursement,16254297,1,CP
2020-12-06 08:11:45,2224,Pay,16254705,2,SKP
2020-12-06 08:18:40,2228,Pay,16255120,2,PEAR
2020-12-06 08:25:24,2308,Assess Fraud,16255524,20,CP
2020-12-06 08:32:42,2320,Register High,16255962,1,SKP
2020-12-06 08:37:32,2321,Ask if Reimbursement,16256252,1,SKP
2020-12-06 08:38:47,2295,Register Low,16256327,2,CP
2020-12-06 08:42:21,2322,Ask if Reimbursement,16256541,1,PEAR
2020-12-06 08:43:55,2306,Ask if Reimbursement,16256635,2,PEAR
2020-12-06 08:45:05,2247,Repair,16256705,5,PEAR
2020-12-06 08:50:58,2317,Assess Fraud,16257058,20,SKP
2020-12-06 08:55:46,2308,Close Fraud,16257346,20,CP
2020-12-06 09:06:00,2317,Close Fraud,16257960,20,SKP
2020-12-06 09:10:19,2317,Register High,16258219,1,SKP
2020-12-06 09:11:59,2307,Register High,16258319,2,PEAR
2020-12-06 09:15:19,2325,Ask if Reimbursement,16258519,1,PEAR
2020-12-06 09:18:55,2267,Pay,16258735,2,SKP
2020-12-06 09:25:07,2247,Send Repaired,16259107,1,PEAR
2020-12-06 09:25:20,2330,App,16259120,111,PEAR
2020-12-06 09:30:06,2324,Ask if Reimbursement,16259406,1,CP
2020-12-06 09:31:06,2331,Online,16259466,111,PEAR
2020-12-06 09:38:38,2325,Register High,16259918,2,PEAR
2020-12-06 09:43:40,2295,Ask if Reimbursement,16260220,2,CP
2020-12-06 09:48:36,2279,Ask if Reimbursement,16260516,2,PEAR
2020-12-06 09:50:08,2322,Register Low,16260608,1,PEAR
2020-12-06 09:53:35,2283,Ask if Reimbursement,16260815,2,PEAR
2020-12-06 09:58:38,2284,Ask if Reimbursement,16261118,2,PEAR
2020-12-06 10:09:54,2321,Register Low,16261794,1,SKP
2020-12-06 10:14:58,2328,Ask if Reimbursement,16262098,1,SKP
2020-12-06 10:15:42,2264,Repair,16262142,5,SKP
2020-12-06 10:20:05,2320,Ask if Reimbursement,16262405,1,SKP
2020-12-06 10:26:35,2329,Register High,16262795,2,PEAR
2020-12-06 10:27:24,2332,Online,16262844,111,SKP
2020-12-06 10:40:29,2298,Register Low,16263629,1,CP
2020-12-06 10:46:27,2324,Register High,16263987,2,CP
2020-12-06 10:47:29,2266,Pay,16264049,1,PEAR
2020-12-06 10:51:25,2297,Ask if Reimbursement,16264285,2,SKP
2020-12-06 11:00:48,2264,Repair,16264848,5,SKP
2020-12-06 11:07:24,2318,Register Low,16265244,1,CP
2020-12-06 11:09:46,2333,App,16265386,111,CP
2020-12-06 11:11:31,2316,Register Low,16265491,2,PEAR
2020-12-06 11:21:30,2249,Send New,16266090,2,PEAR
2020-12-06 11:26:26,2290,Ask if Reimbursement,16266386,2,SKP
2020-12-06 11:26:56,2286,Register Low,16266416,1,PEAR
2020-12-06 11:45:37,2270,Repair,16267537,5,PEAR
2020-12-06 11:46:43,2328,Register Low,16267603,2,SKP
2020-12-06 11:51:44,2286,Ask if Reimbursement,16267904,2,PEAR
2020-12-06 11:54:50,2330,Register High,16268090,1,PEAR
2020-12-06 11:58:45,2273,Pay,16268325,2,CP
2020-12-06 11:59:47,2318,Ask if Reimbursement,16268387,1,CP
2020-12-06 12:04:47,2307,Ask if Reimbursement,16268687,1,PEAR
2020-12-06 12:09:58,2280,Ask if Reimbursement,16268998,1,PEAR
2020-12-06 12:14:42,2316,Ask if Reimbursement,16269282,1,PEAR
2020-12-06 12:18:45,2262,Register Low,16269525,2,PEAR
2020-12-06 12:24:35,2256,Send New,16269875,1,PEAR
2020-12-06 12:30:23,2274,Repair,16270223,5,CP
2020-12-06 12:43:06,2334,App,16270986,111,CP
2020-12-06 12:44:49,2314,Register Low,16271089,1,PEAR
2020-12-06 12:54:32,2335,Online,16271672,111,PEAR
2020-12-06 12:54:36,2264,Send New,16271676,1,SKP
2020-12-06 13:14:33,2255,Register Low,16272873,1,PEAR
2020-12-06 13:15:34,2274,Repair,16272934,5,CP
2020-12-06 13:19:23,2298,Ask if Reimbursement,16273163,1,CP
2020-12-06 13:29:21,2223,Send New,16273761,1,PEAR
2020-12-06 13:34:12,2255,Ask if Reimbursement,16274052,1,PEAR
2020-12-06 13:39:08,2317,Ask if Reimbursement,16274348,1,SKP
2020-12-06 13:47:53,2336,App,16274873,111,PEAR
2020-12-06 13:49:06,2240,Send New,16274946,1,SKP
2020-12-06 13:59:03,2265,Send New,16275543,1,PEAR
2020-12-06 14:00:14,2274,Repair,16275614,5,CP
2020-12-06 14:04:11,2314,Ask if Reimbursement,16275851,1,PEAR
2020-12-06 14:14:06,2250,Send New,16276446,1,PEAR
2020-12-06 14:21:07,2253,Pay,16276867,1,PEAR
2020-12-06 14:21:43,2337,Online,16276903,111,PEAR
2020-12-06 14:45:38,2270,Repair,16278338,5,PEAR
2020-12-06 14:48:55,2333,Register High,16278535,1,CP
2020-12-06 14:53:43,2330,Ask if Reimbursement,16278823,1,PEAR
2020-12-06 14:59:00,2333,Ask if Reimbursement,16279140,1,CP
2020-12-06 15:03:45,2262,Ask if Reimbursement,16279425,1,PEAR
2020-12-06 15:13:41,2236,Send New,16280021,1,SKP
2020-12-06 15:18:48,2329,Ask if Reimbursement,16280328,1,PEAR
2020-12-06 15:28:39,2270,Send Repaired,16280919,1,PEAR
2020-12-06 15:45:41,2338,Online,16281941,111,PEAR
2020-12-06 17:32:20,2339,Online,16288340,111,PEAR
2020-12-06 17:57:19,2340,App,16289839,111,PEAR
2020-12-06 18:37:06,2341,Online,16292226,111,PEAR
2020-12-06 19:53:46,2342,Online,16296826,111,PEAR
2020-12-06 19:59:11,2343,App,16297151,111,PEAR
2020-12-06 20:02:11,2344,App,16297331,111,CP
2020-12-06 22:57:49,2345,Online,16307869,111,PEAR
2020-12-06 23:55:24,2346,Online,16311324,111,PEAR
2020-12-07 00:13:51,2347,Online,16312431,111,PEAR
2020-12-07 00:40:05,2348,Online,16314005,111,SKP
2020-12-07 00:45:30,2349,Online,16314330,111,PEAR
2020-12-07 00:57:26,2350,Online,16315046,111,PEAR
2020-12-07 02:06:24,2351,Online,16319184,111,PEAR
2020-12-07 02:59:48,2352,Online,16322388,111,PEAR
2020-12-07 03:04:03,2353,Online,16322643,111,SKP
2020-12-07 03:25:48,2354,App,16323948,111,PEAR
2020-12-07 04:25:44,2355,Online,16327544,111,PEAR
2020-12-07 05:15:21,2356,Online,16330521,111,SKP
2020-12-07 06:54:42,2357,App,16336482,111,PEAR
2020-12-07 07:31:11,2358,Online,16338671,111,PEAR
2020-12-07 08:00:00,2248,Pay,16340400,2,PEAR
2020-12-07 08:00:00,2274,Send Repaired,16340400,1,CP
2020-12-07 08:00:00,2257,Repair,16340400,5,PEAR
2020-12-07 08:09:59,2259,Send New,16340999,2,CP
2020-12-07 08:19:53,2303,Register Low,16341593,1,CP
2020-12-07 08:25:26,2343,Assess Fraud,16341926,20,PEAR
2020-12-07 08:27:01,2254,Pay,16342021,1,PEAR
2020-12-07 08:37:58,2351,Register High,16342678,2,PEAR
2020-12-07 08:44:18,2359,Online,16343058,111,PEAR
2020-12-07 08:44:35,2277,Repair,16343075,5,PEAR
2020-12-07 08:45:05,2292,Pay,16343105,2,SKP
2020-12-07 08:47:07,2336,Register Low,16343227,1,PEAR
2020-12-07 08:50:11,2337,Assess Fraud,16343411,20,PEAR
2020-12-07 08:55:16,2343,Close Fraud,16343716,20,PEAR
2020-12-07 09:04:33,2301,Register Low,16344273,2,SKP
2020-12-07 09:04:58,2337,Close Fraud,16344298,20,PEAR
